132123,33,1,15581,29,0
232123,20,1,2941,18,0
332123,98,1,6604,26,0
432123,94,0,8311,72,0
532123,83,1,3208,34,0
632123,41,1,5858,65,0
732123,62,0,9838,13,0
832123,74,0,6852,85,0
1332123,70,0,4083,06,0
1432123,39,0,3955,12,0
1632123,28,0,5072,97,0
1832123,58,0,5481,86,0
1932123,49,0,5854,80,0
2032123,85,0,8985,89,0
2132123,70,1,7127,50,0
2232123,34,0,2462,10,0
2332123,61,1,6590,50,0
2532123,51,1,1041,27,0
2632123,82,0,6601,20,0
2732123,38,1,4664,06,0
2932123,30,0,23640,42,0
3032123,63,0,1357,63,0
3132123,84,0,9707,34,0
3332123,55,0,3032,81,0
3432123,63,1,2308,15,0
3532123,19,0,5440,91,0
3632123,78,1,3054,53,0
3732123,97,0,3664,89,0
3832123,81,0,9514,15,0
3932123,47,1,9992,53,0
4032123,61,1,8079,83,0
12732123,70,1,4664,06,0
22932123,36,0,23640,42,0
33032123,23,0,1357,63,0
43132123,34,0,9707,34,0
53332123,55,0,3032,81,0
63432123,69,1,2308,15,0
73532123,29,0,5440,91,0
83632123,58,1,3054,53,0
93732123,87,0,3664,89,0
103832123,71,0,9514,15,0
