9959,62,1,04837,19,1
9960,32,0,01279,19,1
9961,53,0,52467,19,1
9962,57,1,30311,19,1
9963,26,1,42700,19,1
9964,53,1,06567,19,1
9965,29,0,89817,19,1
9966,29,1,19191,19,1
9967,38,0,22951,19,1
9968,44,0,39387,19,1
9969,31,0,53819,19,1
9970,48,0,87381,19,1
9971,60,0,34346,19,1
9972,62,0,95410,19,1
9973,46,1,54861,19,1
9974,20,0,88858,19,1
9975,24,0,64992,19,1
9976,57,1,56459,19,1
9977,52,0,41554,19,1
9978,18,1,81529,19,1
9979,63,0,06481,19,1
9980,58,0,57275,19,1
9981,49,1,22326,19,1
9982,34,0,24504,19,1
9983,22,0,11382,19,1
9984,55,1,79498,19,1
9985,28,0,21444,19,1
9986,35,1,05961,19,1
9987,63,1,94177,19,1
9988,30,1,04361,19,1
9989,20,1,79539,19,1
9990,49,1,57845,19,1
9991,57,1,21138,19,1
9992,26,1,98589,19,1
9993,31,0,02616,19,1
9994,61,1,58717,19,1
9995,22,0,97643,19,1
9996,58,1,93423,19,1
9997,43,0,41562,19,1
9998,21,1,67475,19,1
