1,42,0,51386,25,0
2,25,1,47626,37,1
3,41,1,35765,15,1
4,62,0,05504,32,0
5,19,0,52034,08,1
6,57,0,23085,03,1
7,44,0,59843,79,0
8,23,0,52280,65,0
9,50,1,42582,33,1
10,31,1,38076,65,1
11,60,0,24743,50,1
12,52,0,37461,03,1
13,34,1,56679,40,0
14,39,0,05762,42,0
15,60,0,10908,71,1
16,43,0,45732,42,1
17,62,1,57007,85,1
18,43,1,15487,18,0
19,48,1,37444,31,1
20,49,0,64851,18,0
21,49,0,63945,17,1
22,59,1,19743,70,0
23,30,1,83915,54,1
24,46,0,77527,76,0
25,64,0,97005,28,0
26,48,0,06008,52,0
27,45,0,17538,21,0
28,20,0,61298,59,1
29,39,1,31487,79,1
30,44,1,60577,07,1
31,36,0,41342,76,1
32,22,0,45915,97,0
33,61,0,62612,32,1
34,24,0,33132,86,0
35,57,1,80043,21,0
36,44,0,50977,46,0
37,31,0,39715,53,0
38,42,0,48198,78,1
39,52,1,20565,08,1
40,47,0,59273,34,1
41,25,1,67496,19,0
42,54,0,77789,71,1
43,47,1,48546,98,0
44,58,1,59598,44,0
45,24,0,88249,42,0
46,38,0,16834,50,0
47,52,1,08445,57,1
48,31,1,38160,01,1
49,32,0,13909,52,1
50,25,1,52811,08,1
51,45,1,36281,46,0
52,49,0,11430,26,0
53,49,0,32297,59,1
54,24,1,41675,62,0
55,46,1,23962,77,0
56,55,0,16992,08,1
57,57,1,78378,98,0
58,53,0,17891,06,1
59,39,0,31451,34,1
60,61,1,82242,67,0
61,18,1,76454,98,1
62,20,1,44856,71,1
63,63,1,00827,50,1
64,55,1,99951,62,1
65,20,0,09888,07,1
66,57,0,48724,81,1
67,43,0,43008,03,0
68,41,1,85994,92,1
69,34,1,80495,54,1
70,36,1,57409,60,1
71,24,0,37628,02,1
72,22,0,56075,80,1
73,37,0,35530,35,0
74,44,1,48025,08,1
75,60,1,73063,28,1
76,44,0,92218,53,0
77,31,1,06546,78,1
78,62,1,81467,04,0
79,37,0,69282,53,1
80,56,0,18429,60,1
81,21,0,94251,33,0
82,52,1,34643,78,1
83,48,0,95784,64,1
84,60,0,92052,55,0
85,56,0,93506,57,0
86,59,1,18499,94,1
87,24,1,19912,96,1
