51,45,0,36281,46,0
52,49,0,11430,26,0
53,49,0,32297,59,0
54,24,0,41675,62,0
55,46,0,23962,77,0
56,55,0,16992,08,0
57,57,0,78378,98,0
58,53,0,17891,06,0
59,39,0,31451,34,0
60,61,0,82242,67,0
61,18,0,76454,98,0
62,20,0,44856,71,0
63,63,0,00827,50,0
64,55,0,99951,62,0
65,20,0,09888,07,0
66,57,0,48724,81,0
67,43,0,43008,03,0
68,41,0,85994,92,0
69,34,0,80495,54,0
70,36,0,57409,60,0
71,24,0,37628,02,0
72,22,0,56075,80,0
73,37,0,35530,35,0
74,44,0,48025,08,0
75,60,0,73063,28,0
76,44,0,92218,53,0
77,31,0,06546,78,0
78,62,0,81467,04,0
79,37,0,69282,53,0
80,56,0,18429,60,0
81,21,0,94251,33,0
82,52,0,34643,78,0
83,48,0,95784,64,0
84,60,0,92052,55,0
85,56,0,93506,57,0
86,59,0,18499,94,0
87,24,0,19912,96,0
88,30,0,87270,05,0
89,29,0,77342,06,0
90,43,0,67018,41,0
